sample_id,dataset,tactile,vision,caption,class
hct/0-1702594535.4257169/1576-0.022750139236450195.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1576-0.022750139236450195.jpg,images/hct/data2/0-1702594535.4257169/vision/1576-0.022750139236450195.jpg,"smooth, glossy, slippery, hard, sleek",wire
hct/0-1702594535.4257169/1577-0.021313905715942383.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1577-0.021313905715942383.jpg,images/hct/data2/0-1702594535.4257169/vision/1577-0.021313905715942383.jpg,"smooth, glossy, slippery, hard, cool",wire
hct/0-1702594535.4257169/1578-0.021048784255981445.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1578-0.021048784255981445.jpg,images/hct/data2/0-1702594535.4257169/vision/1578-0.021048784255981445.jpg,"smooth, glossy, hard, slick, polished",wire
hct/0-1702594535.4257169/1579-0.02129364013671875.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1579-0.02129364013671875.jpg,images/hct/data2/0-1702594535.4257169/vision/1579-0.02129364013671875.jpg,"smooth, polished, rigid, flat, sleek",wire
hct/0-1702594535.4257169/1580-0.020261764526367188.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1580-0.020261764526367188.jpg,images/hct/data2/0-1702594535.4257169/vision/1580-0.020261764526367188.jpg,"smooth, polished, rigid, flat, sleek",wire
hct/0-1702594535.4257169/1581-0.022181987762451172.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1581-0.022181987762451172.jpg,images/hct/data2/0-1702594535.4257169/vision/1581-0.022181987762451172.jpg,"smooth, polished, hard, cool, sleek",wire
hct/0-1702594535.4257169/1582-0.02237701416015625.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1582-0.02237701416015625.jpg,images/hct/data2/0-1702594535.4257169/vision/1582-0.02237701416015625.jpg,"smooth, glossy, rigid, flat, sleek",wire
hct/0-1702594535.4257169/1583-0.021895885467529297.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1583-0.021895885467529297.jpg,images/hct/data2/0-1702594535.4257169/vision/1583-0.021895885467529297.jpg,"smooth, polished, flat, solid, sleek",wire
hct/0-1702594535.4257169/1584-0.022217988967895508.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1584-0.022217988967895508.jpg,images/hct/data2/0-1702594535.4257169/vision/1584-0.022217988967895508.jpg,"smooth, polished, rigid, flat, grainy",wire
hct/0-1702594535.4257169/1585-0.021236896514892578.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1585-0.021236896514892578.jpg,images/hct/data2/0-1702594535.4257169/vision/1585-0.021236896514892578.jpg,"smooth, glossy, rigid, flat, polished",wire
hct/0-1702594535.4257169/1586-0.021301984786987305.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1586-0.021301984786987305.jpg,images/hct/data2/0-1702594535.4257169/vision/1586-0.021301984786987305.jpg,"smooth, polished, rigid, flat, grainy",wire
hct/0-1702594535.4257169/1587-0.021142959594726562.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1587-0.021142959594726562.jpg,images/hct/data2/0-1702594535.4257169/vision/1587-0.021142959594726562.jpg,"smooth, polished, hard, flat, grainy",wire
hct/0-1702594535.4257169/1588-0.020968914031982422.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1588-0.020968914031982422.jpg,images/hct/data2/0-1702594535.4257169/vision/1588-0.020968914031982422.jpg,"smooth, polished, firm, flat, rigid",wire
hct/0-1702594535.4257169/1589-0.020416975021362305.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1589-0.020416975021362305.jpg,images/hct/data2/0-1702594535.4257169/vision/1589-0.020416975021362305.jpg,"smooth, polished, firm, flat, rigid",wire
hct/0-1702594535.4257169/1590-0.021645069122314453.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1590-0.021645069122314453.jpg,images/hct/data2/0-1702594535.4257169/vision/1590-0.021645069122314453.jpg,"smooth, polished, firm, flat, rigid",wire
hct/0-1702594535.4257169/1591-0.021445274353027344.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1591-0.021445274353027344.jpg,images/hct/data2/0-1702594535.4257169/vision/1591-0.021445274353027344.jpg,"smooth, polished, flat, rigid, glossy",wire
hct/0-1702594535.4257169/1592-0.021051883697509766.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1592-0.021051883697509766.jpg,images/hct/data2/0-1702594535.4257169/vision/1592-0.021051883697509766.jpg,"smooth, polished, firm, flat, rigid",wire
hct/0-1702594535.4257169/1593-0.0202639102935791.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1593-0.0202639102935791.jpg,images/hct/data2/0-1702594535.4257169/vision/1593-0.0202639102935791.jpg,"smooth, polished, flat, rigid, glossy",wire
hct/0-1702594535.4257169/1594-0.022398948669433594.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1594-0.022398948669433594.jpg,images/hct/data2/0-1702594535.4257169/vision/1594-0.022398948669433594.jpg,"smooth, polished, firm, level, sleek",wire
hct/0-1702594535.4257169/1595-0.02094411849975586.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1595-0.02094411849975586.jpg,images/hct/data2/0-1702594535.4257169/vision/1595-0.02094411849975586.jpg,"smooth, polished, hard, flat, glossy",wire
hct/0-1702594535.4257169/1596-0.02169966697692871.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1596-0.02169966697692871.jpg,images/hct/data2/0-1702594535.4257169/vision/1596-0.02169966697692871.jpg,"smooth, polished, hard, flat, glossy",wire
hct/0-1702594535.4257169/1597-0.021986961364746094.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1597-0.021986961364746094.jpg,images/hct/data2/0-1702594535.4257169/vision/1597-0.021986961364746094.jpg,"smooth, polished, hard, slick, reflective",wire
hct/0-1702594535.4257169/1598-0.02225208282470703.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1598-0.02225208282470703.jpg,images/hct/data2/0-1702594535.4257169/vision/1598-0.02225208282470703.jpg,"smooth, polished, firm, flat, rigid",wire
hct/0-1702594535.4257169/1599-0.0217130184173584.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1599-0.0217130184173584.jpg,images/hct/data2/0-1702594535.4257169/vision/1599-0.0217130184173584.jpg,"smooth, polished, hard, flat, glossy",wire
hct/0-1702594535.4257169/1600-0.02126598358154297.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1600-0.02126598358154297.jpg,images/hct/data2/0-1702594535.4257169/vision/1600-0.02126598358154297.jpg,"smooth, polished, flat, firm, sleek",wire
hct/0-1702594535.4257169/1601-0.021055936813354492.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1601-0.021055936813354492.jpg,images/hct/data2/0-1702594535.4257169/vision/1601-0.021055936813354492.jpg,"smooth, polished, firm, level, sleek",wire
hct/0-1702594535.4257169/1602-0.020190954208374023.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1602-0.020190954208374023.jpg,images/hct/data2/0-1702594535.4257169/vision/1602-0.020190954208374023.jpg,"smooth, polished, flat, solid, sleek",wire
hct/0-1702594535.4257169/1603-0.021140336990356445.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1603-0.021140336990356445.jpg,images/hct/data2/0-1702594535.4257169/vision/1603-0.021140336990356445.jpg,"smooth, polished, hard, flat, sleek",wire
hct/0-1702594535.4257169/1604-0.02090597152709961.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1604-0.02090597152709961.jpg,images/hct/data2/0-1702594535.4257169/vision/1604-0.02090597152709961.jpg,"smooth, polished, hard, flat, sleek",wire
hct/0-1702594535.4257169/1605-0.02002096176147461.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1605-0.02002096176147461.jpg,images/hct/data2/0-1702594535.4257169/vision/1605-0.02002096176147461.jpg,"smooth, polished, firm, level, sleek",wire
hct/0-1702594535.4257169/1606-0.022153854370117188.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1606-0.022153854370117188.jpg,images/hct/data2/0-1702594535.4257169/vision/1606-0.022153854370117188.jpg,"smooth, polished, firm, flat, sleek",wire
hct/0-1702594535.4257169/1607-0.021666765213012695.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1607-0.021666765213012695.jpg,images/hct/data2/0-1702594535.4257169/vision/1607-0.021666765213012695.jpg,"smooth, polished, firm, flat, sleek",wire
hct/0-1702594535.4257169/1608-0.02162480354309082.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1608-0.02162480354309082.jpg,images/hct/data2/0-1702594535.4257169/vision/1608-0.02162480354309082.jpg,"smooth, polished, firm, level, sleek",wire
hct/0-1702594535.4257169/1609-0.021117210388183594.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1609-0.021117210388183594.jpg,images/hct/data2/0-1702594535.4257169/vision/1609-0.021117210388183594.jpg,"smooth, polished, hard, cool, sleek",wire
hct/0-1702594535.4257169/1610-0.020593881607055664.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1610-0.020593881607055664.jpg,images/hct/data2/0-1702594535.4257169/vision/1610-0.020593881607055664.jpg,"smooth, polished, hard, flat, grainy",wire
hct/0-1702594535.4257169/1611-0.021442890167236328.jpg,hct,images/hct/data2/0-1702594535.4257169/tactile/1611-0.021442890167236328.jpg,images/hct/data2/0-1702594535.4257169/vision/1611-0.021442890167236328.jpg,"smooth, polished, firm, level, sleek",wire
